word,sentiment
reinforce,positive
reinforcement,positive
reiterate,neutral
reiterated,neutral
reiterated,neutral
reiterates,neutral
reiterates,neutral
reject,negative
rejection,negative
rejection,negative
rejoice,positive
rejoicing,positive
rejoicingly,positive
relapse,negative
relations,neutral
relations,neutral
relax,positive
relaxed,positive
relent,positive
relentless,negative
relentlessly,negative
relentlessness,negative
relevant,positive
relevance,positive
reliable,positive
reliability,positive
reliably,positive
relief,positive
relief,positive
relieve,positive
relish,positive
reluctance,negative
reluctance,negative
reluctant,negative
reluctantly,negative
remark,neutral
remark,neutral
remarkable,positive
remarkable,positive
remarkably,positive
remedy,positive
reminiscent,positive
reminiscent,positive
remorse,negative
remorse,negative
remorseful,negative
remorseful,negative
remorsefully,negative
remorseless,negative
remorselessly,negative
remorselessness,negative
remunerate,positive
renaissance,positive
renewable,neutral
renewal,positive
renovate,positive
renovation,positive
renounce,negative
renown,positive
renowned,positive
renunciation,negative
repair,positive
repair,positive
reparation,positive
repay,positive
repel,negative
repent,positive
repentance,positive
repetitive,negative
replete,neutral
reprehensible,negative
reprehensible,negative
reprehensibly,negative
reprehension,negative
reprehensive,negative
repress,negative
repression,negative
repression,negative
repressive,negative
reprimand,negative
reproach,negative
reproach,negative
reproach,negative
reproachful,negative
reprove,negative
reprovingly,negative
repudiate,negative
repudiation,negative
repudiation,negative
repugn,negative
repugnance,negative
repugnant,negative
repugnantly,negative
repulse,negative
repulsed,negative
repulsing,negative
repulsive,negative
repulsively,negative
repulsiveness,negative
reputable,positive
reputed,neutral
rescue,positive
rescue,positive
resent,negative
resentful,negative
resentment,negative
resentment,negative
reservations,negative
reservations,negative
resignation,negative
resigned,negative
resilient,positive
resistance,negative
resistance,negative
resistant,negative
resistant,negative
resolute,positive
resolve,positive
resolve,positive
resolve,positive
resolved,positive
resound,positive
resounding,positive
resourceful,positive
resourcefulness,positive
respect,positive
respect,positive
respect,positive
respectable,positive
respectful,positive
respectfully,positive
respite,positive
resplendent,positive
responsibility,positive
responsible,positive
responsibly,positive
responsive,positive
restful,positive
restless,negative
restlessness,negative
restoration,positive
restore,positive
restraint,positive
restraint,positive
restrict,negative
restricted,negative
restriction,negative
restrictive,negative
resurgent,positive
retaliate,negative
retaliatory,negative
retard,negative
reticent,negative
retire,negative
retract,negative
retreat,negative
retreat,negative
reunite,positive
reveal,neutral
revealing,neutral
revel,positive
revel,positive
revel,positive
revelation,positive
revelation,positive
revelatory,neutral
revenge,negative
revenge,negative
revengeful,negative
revengefully,negative
revere,positive
reverence,positive
reverent,positive
reverently,positive
revert,negative
revival,positive
revive,positive
revile,negative
reviled,negative
revitalize,positive
revoke,negative
revolt,negative
revolting,negative
revoltingly,negative
revolution,positive
revolution,positive
revulsion,negative
revulsive,negative
reward,positive
rewarding,positive
rewardingly,positive
rhapsodize,negative
rhetoric,negative
rhetoric,negative
rhetorical,negative
rhetorical,negative
rich,positive
riches,positive
richly,positive
richness,positive
rid,negative
ridicule,negative
ridicule,negative
ridiculous,negative
ridiculously,negative
rife,negative
rift,negative
rift,negative
rifts,negative
rifts,negative
right,positive
right,positive
right,positive
righten,positive
righteous,positive
righteously,positive
righteousness,positive
rightful,positive
rightfully,positive
rightly,positive
rightness,positive
rightness,positive
rights,positive
rights,positive
rigid,negative
rigor,negative
rigorous,negative
rile,negative
riled,negative
ripe,positive
risk,negative
risk,negative
risk-free,positive
risky,negative
rival,negative
rival,negative
rivalry,negative
roadblocks,negative
roadblocks,negative
robust,positive
rocky,negative
rogue,negative
rogue,negative
rollercoaster,negative
rollercoaster,negative
romantic,positive
romantically,positive
romanticize,positive
rosy,positive
rot,negative
rot,negative
rotten,negative
rough,negative
rousing,positive
rubbish,negative
rude,negative
rue,negative
rue,negative
ruffian,negative
ruffle,negative
ruin,negative
ruin,negative
ruin,negative
ruinous,negative
rumbling,negative
rumbling,negative
rumor,negative
rumor,negative
rumors,negative
rumors,negative
rumours,negative
rumours,negative
rumple,negative
run-down,negative
runaway,negative
rupture,negative
rupture,negative
rusty,negative
ruthless,negative
ruthlessly,negative
ruthlessness,negative
sabotage,negative
sacred,positive
sacrifice,negative
sacrifice,negative
sad,negative
sad,negative
sadden,negative
sadly,negative
sadness,negative
safe,positive
safeguard,positive
sag,negative
sagacity,positive
sage,positive
sagely,positive
saint,positive
saintliness,positive
saintly,positive
salable,positive
salacious,negative
salivate,positive
salutary,positive
salute,positive
salvation,positive
sanctimonious,negative
sanctimonious,negative
sanctify,positive
sanction,positive
sanctity,positive
sanctuary,positive
sanctuary,positive
sanguine,positive
sane,positive
sanity,positive
sanity,positive
sap,negative
sarcasm,negative
sarcastic,negative
sarcastically,negative
sardonic,negative
sardonically,negative
sass,negative
sass,negative
satirical,negative
satirize,negative
satisfaction,positive
satisfaction,positive
satisfactorily,positive
satisfactory,positive
satisfy,positive
satisfying,positive
savage,negative
savage,negative
savage,negative
savaged,negative
savagely,negative
savagery,negative
savages,negative
savor,positive
savvy,positive
scandal,negative
scandal,negative
scandalize,negative
scandalized,negative
scandalous,negative
scandalously,negative
scandals,negative
scant,negative
scapegoat,negative
scar,negative
scar,negative
scarred,negative
scarce,negative
scarcely,negative
scarcity,negative
scare,negative
scared,negative
scarier,negative
scariest,negative
scarily,negative
scars,negative
scars,negative
scary,negative
scary,negative
scathing,negative
scathingly,negative
scenic,positive
scheme,negative
scheme,negative
scheming,negative
scholarly,neutral
scoff,negative
scoffingly,negative
scold,negative
scolding,negative
scoldingly,negative
scorching,negative
scorchingly,negative
scorn,negative
scornful,negative
scornfully,negative
scoundrel,negative
scourge,negative
scowl,negative
scowl,negative
scream,negative
screaming,neutral
screamingly,neutral
screech,negative
screech,negative
screw,negative
scruples,positive
scrupulous,positive
scrupulously,positive
scrutinize,neutral
scrutiny,neutral
scrutiny,neutral
scum,negative
scummy,negative
seamless,positive
seasoned,positive
second-class,negative
second-tier,negative
secretive,negative
secretive,negative
secure,positive
securely,positive
security,positive
security,positive
sedentary,negative
seductive,positive
seedy,negative
seem,neutral
seemingly,neutral
seethe,negative
seething,negative
selective,positive
self-coup,negative
self-coup,negative
self-criticism,negative
self-criticism,negative
self-defeating,negative
self-destructive,negative
self-determination,positive
self-determination,positive
self-examination,neutral
self-examination,neutral
self-humiliation,negative
self-humiliation,negative
self-interest,negative
self-interest,negative
self-interested,negative
self-respect,positive
self-satisfaction,positive
self-satisfaction,positive
self-serving,negative
self-serving,negative
self-sufficiency,positive
self-sufficiency,positive
self-sufficient,positive
selfinterested,negative
selfish,negative
selfishly,negative
selfishness,negative
semblance,positive
senile,negative
sensation,positive
sensation,positive
sensational,positive
sensationalize,negative
sensationally,positive
sensations,positive
sensations,positive
sense,positive
sense,positive
sense,positive
senseless,negative
senselessly,negative
sensible,positive
sensibly,positive
sensitive,positive
sensitive,positive
sensitively,positive
sensitivity,positive
sensitivity,positive
sentiment,positive
sentiment,positive
sentimentality,positive
sentimentally,positive
sentiments,positive
serene,positive
serenity,positive
serious,negative
seriously,negative
seriousness,negative
sermonize,negative
servitude,negative
settle,positive
set-up,negative
set-up,negative
sever,negative
severe,negative
severe,negative
severely,negative
severity,negative
sexy,positive
shabby,negative
shadow,negative
shadowy,negative
shady,negative
shake,negative
shaky,negative
shallow,negative
sham,negative
shambles,negative
shame,negative
shame,negative
shameful,negative
shameful,negative
shamefully,negative
shamefully,negative
shamefulness,negative
shameless,negative
shamelessly,negative
shamelessness,negative
shark,negative
sharp,negative
sharply,negative
shatter,negative
sheer,negative
shelter,positive
shelter,positive
shield,positive
shimmer,positive
shimmering,positive
shimmeringly,positive
shine,positive
shiny,positive
shiny,positive
shirk,negative
shirker,negative
shipwreck,negative
shiver,negative
shock,negative
shock,negative
shock,negative
shocking,negative
shockingly,negative
shoddy,negative
short-lived,negative
shortage,negative
shortchange,negative
shortcoming,negative
shortcomings,negative
shortsighted,negative
shortsightedness,negative
should,neutral
show,neutral
showdown,negative
showdown,negative
shred,negative
shred,negative
shrew,negative
shrewd,positive
shrewdly,positive
shrewdness,positive
shriek,negative
shrill,negative
shrill,negative
shrilly,negative
shrivel,negative
shroud,negative
shrouded,negative
shrug,negative
shrug,negative
shun,negative
shunned,negative
shy,negative
shyly,negative
shyness,negative
sick,negative
sicken,negative
sickly,negative
sickening,negative
sickening,negative
sickeningly,negative
sickness,negative
sidetrack,negative
sidetracked,negative
siege,negative
signals,neutral
signals,neutral
significant,positive
significance,positive
signify,positive
sillily,negative
silly,negative
simmer,negative
simple,positive
simplicity,positive
simplified,positive
simplify,positive
simplistic,negative
simplistic,negative
simplistically,negative
simply,neutral
sin,negative
sin,negative
sinful,negative
sinfully,negative
sincere,positive
sincerely,positive
sincerity,positive
sincerity,positive
sinister,negative
sinisterly,negative
sinking,negative
sinking,negative
skeletons,negative
skeletons,negative
skeptical,negative
skeptical,negative
skeptically,negative
skepticism,negative
skepticism,negative
sketchy,negative
skill,positive
skilled,positive
skillful,positive
skillful,positive
skillfully,positive
skimpy,negative
skittish,negative
skittish,negative
skittishly,negative
skulk,negative
skyrocketing,negative
slack,negative
slander,negative
slander,negative
slanderer,negative
slanderous,negative
slanderously,negative
slanders,negative
slanders,negative
slap,negative
slashing,negative
slashing,negative
slaughter,negative
slaughter,negative
slaughter,negative
slaughtered,negative
slaves,negative
slaves,negative
sleazy,negative
sleek,positive
sleepy,neutral
slender,positive
slight,negative
slight,negative
slight,negative
slightly,negative
slim,positive
slim,positive
slime,negative
sloppy,negative
sloppily,negative
sloth,negative
slothful,negative
slow,negative
slowly,negative
slow-moving,negative
slug,negative
sluggish,negative
slump,negative
slump,negative
slur,negative
sly,negative
smack,negative
smack,negative
smart,positive
smart,positive
smarter,positive
smartest,positive
smartly,positive
smash,negative
smash,negative
smear,negative
smelling,negative
smile,positive
smile,positive
smiling,positive
smilingly,positive
smitten,positive
smokescreen,negative
smokescreen,negative
smolder,negative
smoldering,negative
smooth,positive
smother,negative
smoulder,negative
smouldering,negative
smug,negative
smugly,negative
smut,negative
smuttier,negative
smuttiest,negative
smutty,negative
snare,negative
snarl,negative
snarl,negative
snatch,negative
sneak,negative
sneak,negative
sneakily,negative
sneaky,negative
sneer,negative
sneer,negative
sneering,negative
sneeringly,negative
snub,negative
so,neutral
so-cal,negative
so-called,negative
sob,negative
sober,negative
sober,negative
sobering,negative
sociable,positive
soft-spoken,positive
soften,positive
soften,positive
soften,positive
solace,positive
solemn,negative
solemn,negative
solicitous,positive
solicitously,positive
solicitude,positive
solid,positive
solid,positive
solidarity,positive
solidarity,positive
soliloquize,neutral
somber,negative
soothe,positive
soothingly,positive
sophisticated,positive
sore,negative
sore,negative
sorely,negative
soreness,negative
sorrow,negative
sorrow,negative
sorrowful,negative
sorrowfully,negative
sorry,negative
sound,positive
sounding,negative
soundness,positive
sour,negative
sourly,negative
sovereignty,neutral
sovereignty,neutral
spacious,positive
spade,negative
spade,negative
spank,negative
spare,positive
sparing,positive
sparingly,positive
sparkle,positive
sparkling,positive
specific,neutral
specifically,neutral
special,positive
spectacular,positive
spectacularly,positive
speculate,neutral
speculation,neutral
speculation,neutral
speedy,positive
spellbind,positive
spellbinding,positive
spellbindingly,positive
spellbound,positive
spilling,negative
spilling,negative
spinster,negative
spirit,positive
spirit,positive
spirited,positive
spiritless,negative
spiritual,positive
spiritual,positive
spite,negative
spiteful,negative
spitefully,negative
spitefulness,negative
splayed-finger,neutral
splayed-finger,neutral
splendid,positive
splendidly,positive
splendor,positive
split,negative
split,negative
splitting,negative
spoil,negative
spook,negative
spookier,negative
spookiest,negative
spookily,negative
spooky,negative
spooky,negative
spoon-fed,negative
spoon-feed,negative
spoonfed,negative
sporadic,negative
spot,negative
spotless,positive
spotty,negative
sprightly,positive
spur,positive
spurious,negative
spurn,negative
sputter,negative
squabble,negative
squabbling,negative
squander,negative
squarely,positive
squash,negative
squirm,negative
stab,negative
stability,positive
stability,positive
stabilize,positive
stable,positive
stable,positive
stagger,negative
staggering,negative
staggeringly,negative
stagnant,negative
stagnate,negative
stagnation,negative
staid,negative
stain,negative
stainless,positive
stake,negative
stake,negative
stale,negative
stalemate,negative
stammer,negative
stampede,negative
stampede,negative
stance,neutral
stance,neutral
stances,neutral
stances,neutral
stand,positive
stands,neutral
stands,neutral
standstill,negative
star,positive
star,positive
stark,negative
starkly,negative
stars,positive
stars,positive
startle,negative
startling,negative
startlingly,negative
starvation,negative
starve,negative
stately,positive
statements,neutral
statements,neutral
static,negative
statuesque,positive
staunch,positive
staunchly,positive
staunchness,positive
steadfast,positive
steadfastly,positive
steadfastness,positive
steadiness,positive
steady,positive
steal,negative
stealing,negative
steep,negative
steeply,negative
stellar,positive
stellarly,positive
stench,negative
stereotype,negative
stereotypical,negative
stereotypically,negative
stern,negative
stern,negative
stew,negative
sticky,negative
stiff,negative
stifle,negative
stifling,negative
stiflingly,negative
stigma,negative
stigma,negative
stigmatize,negative
still,neutral
stimulate,positive
stimulating,positive
stimulative,positive
sting,negative
sting,negative
sting,negative
stinging,negative
stingingly,negative
stink,negative
stink,negative
stinking,negative
stir,neutral
stir,neutral
stir,neutral
stirring,positive
stirringly,positive
stodgy,negative
stole,negative
stolen,negative
stolen,negative
stood,positive
stooge,negative
stooges,negative
stooges,negative
storm,negative
stormy,negative
straggle,negative
straggler,negative
straight,positive
straightforward,positive
strain,negative
strain,negative
strained,negative
strange,negative
strange,negative
strangely,negative
stranger,negative
strangest,negative
strangle,negative
streamlined,positive
strength,neutral
strength,neutral
strenuous,negative
stress,negative
stress,negative
stressful,negative
stressfully,negative
stricken,negative
strict,negative
strictly,negative
stride,positive
stride,positive
strident,negative
stridently,negative
strides,positive
strides,positive
strife,negative
strike,negative
striking,positive
strikingly,positive
stringent,negative
stringently,negative
striving,positive
striving,positive
strong,positive
stronger-than-expected,neutral
struck,negative
struggle,negative
struggle,negative
strut,negative
stubborn,negative
stubbornly,negative
stubbornness,negative
studious,positive
studiously,positive
stuffed,neutral
stuffy,negative
stumble,negative
stump,negative
stun,negative
stunned,positive
stunning,positive
stunningly,positive
stunt,negative
stunted,negative
stupefy,neutral
stupendous,positive
stupendously,positive
stupid,negative
stupidity,negative
stupidly,negative
stupified,negative
stupify,negative
stupor,negative
sturdy,positive
sty,negative
sty,negative
stylish,positive
stylishly,positive
suave,positive
subdued,negative
subjected,negative
subjection,negative
subjugate,negative
subjugate,negative
subjugation,negative
sublime,positive
submissive,negative
subordinate,negative
subordinate,negative
subscribe,positive
subservience,negative
subservient,negative
subside,negative
substandard,negative
substantial,positive
substantially,positive
substantive,positive
subtle,positive
subtract,negative
subversion,negative
subversive,negative
subversively,negative
subvert,negative
succeed,positive
success,positive
success,positive
successful,positive
successfully,positive
succumb,negative
such,neutral
sucker,negative
suffer,negative
sufferer,negative
sufferers,negative
sufferers,negative
suffering,negative
suffering,negative
suffice,positive
sufficient,positive
sufficiently,positive
suffocate,negative
sugar-coat,negative
sugar-coated,negative
sugarcoated,negative
suggest,positive
suggestions,positive
suggestions,positive
suicidal,negative
suicide,negative
suit,positive
suitable,positive
sulk,negative
sullen,negative
sully,negative
sumptuous,positive
sumptuously,positive
sumptuousness,positive
sunder,negative
sunny,positive
super,positive
superb,positive
superbly,positive
superficial,negative
superficial,negative
superficiality,negative
superficially,negative
superfluous,negative
superior,positive
superiority,negative
superiority,negative
superlative,positive
superstition,negative
superstitious,negative
support,positive
support,positive
support,positive
supporter,positive
supporter,positive
supportive,positive
supportive,positive
suppose,neutral
supposed,negative
supposing,neutral
suppress,negative
suppression,negative
suppression,negative
supremacy,negative
supremacy,negative
supreme,positive
supremely,positive
supurb,positive
supurbly,positive
sure,positive
surely,positive
surge,positive
surging,positive
surmise,positive
surmount,positive
surpass,positive
surprise,neutral
surprise,neutral
surprise,neutral
surprising,neutral
surprisingly,neutral
surrender,negative
surrender,negative
survival,positive
survive,positive
survivor,positive
susceptible,negative
suspect,negative
suspect,negative
suspicion,negative
suspicion,negative
suspicions,negative
suspicions,negative
suspicious,negative
suspicious,negative
suspicious,negative
suspiciously,negative
sustainability,positive
sustainability,positive
sustainable,positive
sustainable,positive
sustained,positive
swagger,negative
swamped,negative
swear,negative
sweeping,positive
sweet,positive
sweeten,positive
sweetheart,positive
sweetly,positive
sweetness,positive
swift,positive
swiftness,positive
swindle,negative
swing,neutral
swing,neutral
swipe,negative
swipe,negative
swoon,negative
swore,negative
sworn,positive
sympathetic,negative
sympathetic,negative
sympathetically,negative
sympathies,negative
sympathies,negative
sympathize,negative
sympathy,negative
sympathy,negative
symptom,negative
syndrome,negative
syndrome,negative
systematic,neutral
taboo,negative
taboo,negative
tact,positive
taint,negative
tainted,negative
tale,neutral
tale,neutral
talent,positive
talent,positive
talented,positive
tall,neutral
tamper,negative
tangled,negative
tantalize,positive
tantalizing,positive
tantalizingly,positive
tantamount,neutral
tantrum,negative
tardy,negative
tarnish,negative
taste,positive
taste,neutral
tattered,negative
taunt,negative
taunt,negative
taunting,negative
tauntingly,negative
taunts,negative
tawdry,negative
tease,negative
teasingly,negative
taxing,negative
tedious,negative
tediously,negative
temerity,negative
temper,negative
temper,negative
temperance,positive
temperate,positive
tempest,negative
tempt,positive
temptation,negative
tempting,positive
temptingly,positive
tenacious,positive
tenaciously,positive
tenacity,positive
tendency,neutral
tendency,neutral
tender,positive
tenderly,positive
tenderness,positive
tense,negative
tension,negative
tension,negative
tentative,negative
tentatively,negative
tenuous,negative
tenuously,negative
tepid,negative
terrible,negative
terrible,negative
terribleness,negative
terribly,negative
terrific,positive
terrific,positive
terrifically,positive
terrified,positive
terrify,positive
terrifying,positive
terrifying,positive
terrifyingly,positive
terror,negative
terror-genic,negative
terror-genic,negative
terrorism,negative
terrorize,negative
thank,positive
thankful,positive
thankfully,positive
thankless,negative
theoretize,neutral
therefore,neutral
think,neutral
thinkable,positive
thinkable,positive
thinking,neutral
thinking,neutral
thirst,negative
thirst,negative
thorny,negative
thorny,negative
thorough,positive
though,neutral
thought,neutral
thought,neutral
thoughtful,positive
thoughtfully,positive
thoughtfulness,positive
thoughtless,negative
thoughtlessly,negative
thoughtlessness,negative
thrash,negative
threat,negative
threat,negative
threaten,negative
threatening,negative
threatening,negative
threats,negative
threats,negative
thrift,positive
thrifty,positive
thrill,positive
thrill,positive
thrilling,positive
thrillingly,positive
thrills,positive
thrive,positive
thriving,positive
throttle,negative
throw,negative
thumb,negative
thumbs,negative
thumbs,negative
thus,neutral
thusly,neutral
thwart,negative
tickle,positive
tidy,positive
time-honored,positive
timely,positive
timid,negative
timidity,negative
timidly,negative
timidness,negative
tingle,positive
tint,neutral
tiny,negative
tire,negative
tired,negative
tiresome,negative
tiring,negative
tiring,negative
tiringly,negative
titillate,positive
titillating,positive
titillatingly,positive
toast,positive
togetherness,positive
toil,negative
tolerable,positive
tolerably,positive
tolerance,positive
tolerance,positive
tolerant,positive
tolerantly,positive
tolerate,positive
toleration,positive
toll,negative
toll,negative
too,negative
top,positive
topple,negative
torment,negative
torment,negative
tormented,negative
torrent,negative
torrid,positive
torridly,positive
torture,negative
torture,negative
tortured,negative
tortuous,negative
torturous,negative
torturously,negative
totalitarian,negative
tradition,positive
traditional,positive
touch,neutral
touches,neutral
touches,neutral
touchy,negative
toughness,negative
toughness,negative
toxic,negative
traduce,negative
tragedy,negative
tragedy,negative
tragic,negative
tragically,negative
traitor,negative
traitorous,negative
traitorously,negative
traitorously,negative
tramp,negative
trample,negative
tranquil,positive
tranquility,positive
tranquility,positive
transgress,negative
transgression,negative
transparency,neutral
transparency,neutral
transparent,neutral
transparent,neutral
transport,neutral
trauma,negative
trauma,negative
traumatic,negative
traumatic,negative
traumatically,negative
traumatize,negative
traumatized,negative
travesties,negative
travesty,negative
travesty,negative
treacherous,negative
treacherously,negative
treachery,negative
treason,negative
treasonous,negative
treasure,positive
treat,positive
tremendous,positive
tremendously,positive
trendy,positive
trepidation,positive
trial,negative
tribute,positive
trick,negative
trick,negative
tricky,negative
tricky,negative
trickery,negative
trim,positive
triumph,positive
triumph,positive
triumphal,positive
triumphant,positive
triumphant,positive
triumphantly,positive
trivial,negative
trivial,negative
trivialize,negative
trivially,negative
trouble,negative
trouble,negative
trouble,negative
trouble,negative
troublemaker,negative
troublemaker,negative
troublesome,negative
troublesome,negative
troublesomely,negative
troubling,negative
troublingly,negative
truant,negative
truculent,positive
truculently,positive
true,positive
truly,positive
trump,positive
trumpet,positive
trust,positive
trust,positive
trust,positive
trusting,positive
trustingly,positive
trustworthiness,positive
trustworthy,positive
truth,positive
truthful,positive
truthfully,positive
truthfulness,positive
try,negative
trying,negative
tumultuous,negative
turbulent,negative
turmoil,negative
twinkly,positive
twist,negative
twist,negative
twisted,negative
twists,negative
twists,negative
tyrannical,negative
tyrannically,negative
tyranny,negative
tyrant,negative
ugh,negative
ugliness,negative
ugliness,negative
ugly,negative
ulterior,negative
ultimate,positive
ultimately,positive
ultimatum,negative
ultimatums,negative
ultimatums,negative
ultra,positive
ultra-hardline,negative
ultra-hardline,negative
unabashed,positive
unabashedly,positive
unable,negative
unacceptable,negative
unacceptablely,negative
unaccustomed,negative
unanimous,positive
unassailable,positive
unassailable,positive
unattractive,negative
unaudited,neutral
unauthentic,negative
unavailable,negative
unavoidable,negative
unavoidably,negative
unbiased,positive
unbearable,negative
unbearablely,negative
unbelievable,negative
unbelievably,negative
unbosom,positive
unbound,positive
unbroken,positive
uncertain,negative
uncivil,negative
uncivilized,negative
uncivilized,negative
unclean,negative
unclear,negative
uncollectible,negative
uncomfortable,negative
uncommon,positive
uncommonly,positive
uncompetitive,negative
uncompromising,negative
uncompromisingly,negative
unconcerned,positive
unconditional,positive
unconfirmed,negative
unconstitutional,negative
uncontrolled,negative
unconventional,positive
unconvincing,negative
unconvincingly,negative
uncouth,negative
undaunted,positive
undecided,negative
undefined,negative
undependability,negative
undependable,negative
underdog,negative
underdog,negative
underestimate,negative
underlings,negative
underlings,negative
undermine,negative
underpaid,negative
understand,positive
understandable,positive
understanding,positive
understanding,positive
understood,positive
understate,positive
understated,positive
understatedly,positive
undesirable,negative
undetermined,negative
undid,negative
undignified,negative
undisputable,positive
undisputably,positive
undisputed,positive
undo,negative
undocumented,negative
undone,negative
undoubted,positive
undoubtedly,positive
undue,negative
unease,negative
unease,negative
uneasily,negative
uneasiness,negative
uneasiness,negative
uneasy,negative
uneconomical,negative
unencumbered,positive
unequal,negative
unequivocal,positive
unequivocal,positive
unequivocally,positive
unethical,negative
uneven,negative
uneventful,negative
unexpected,negative
unexpectedly,negative
unexplained,negative
unfair,negative
unfairly,negative
unfaithful,negative
unfaithfully,negative
unfamiliar,negative
unfavorable,negative
unfazed,positive
unfeeling,negative
unfettered,positive
unfinished,negative
unfit,negative
unforeseen,negative
unforgettable,positive
unfortunate,negative
unfortunately,negative
unfounded,negative
unfriendly,negative
unfulfilled,negative
unfunded,negative
ungrateful,negative
ungovernable,negative
ungovernable,negative
unhappily,negative
unhappiness,negative
unhappy,negative
unhealthy,negative
uniform,positive
uniformly,positive
unilateralism,negative
unilateralism,negative
unimaginable,negative
unimaginably,negative
unimportant,negative
uninformed,negative
uninsured,negative
unipolar,negative
unipolar,negative
unique,positive
unity,positive
unity,positive
universal,positive
unjust,negative
unjustifiable,negative
unjustifiably,negative
unjustified,negative
unjustly,negative
unkind,negative
unkindly,negative
unlamentable,negative
unlamentably,negative
unlawful,negative
unlawfully,negative
unlawfulness,negative
unlawfulness,negative
unleash,negative
unlicensed,negative
unlikely,negative
unlimited,positive
unlucky,negative
unmoved,negative
unnatural,negative
unnaturally,negative
unnecessary,negative
unneeded,negative
unnerve,negative
unnerved,negative
unnerving,negative
unnervingly,negative
unnoticed,negative
unobserved,negative
unorthodox,negative
unorthodoxy,negative
unparalleled,positive
unpleasant,negative
unpleasantries,negative
unpleasantries,negative
unpopular,negative
unprecedent,negative
unprecedented,negative
unpredictable,negative
unprepared,negative
unpretentious,positive
unproductive,negative
unprofitable,negative
unqualified,negative
unquestionable,positive
unquestionably,positive
unravel,negative
unravel,negative
unraveled,negative
unrealistic,negative
unreasonable,negative
unreasonable,negative
unreasonably,negative
unrelenting,negative
unrelenting,negative
unrelentingly,negative
unreliability,negative
unreliability,negative
unreliable,negative
unresolved,negative
unrest,negative
unrestricted,positive
unruly,negative
unsafe,negative
unsatisfactory,negative
unsavory,negative
unscathed,positive
unscrupulous,negative
unscrupulously,negative
unseemly,negative
unselfish,positive
unsettle,negative
unsettled,negative
unsettling,negative
unsettlingly,negative
unskilled,negative
unsophisticated,negative
unsound,negative
unspeakable,negative
unspeakablely,negative
unspecified,negative
unstable,negative
unsteadily,negative
unsteadiness,negative
unsteady,negative
unsuccessful,negative
unsuccessfully,negative
unsupported,negative
unsure,negative
unsuspecting,negative
unsustainable,negative
untenable,negative
untested,negative
unthinkable,negative
unthinkably,negative
untimely,negative
untouched,positive
untrained,positive
untrue,negative
untrustworthy,negative
untruthful,negative
unusual,negative
unusually,negative
unwanted,negative
unwarranted,negative
unwelcome,negative
unwieldy,negative
unwilling,negative
unwillingly,negative
unwillingness,negative
unwise,negative
unwisely,negative
unworkable,negative
unworthy,negative
unyielding,negative
upbeat,positive
upbraid,negative
upfront,positive
upgrade,positive
upheaval,negative
upheld,positive
uphold,positive
uplift,positive
uplifting,positive
upliftingly,positive
upliftment,positive
upliftment,positive
upright,positive
uprising,negative
uproar,negative
uproarious,negative
uproariously,negative
uproarous,negative
uproarously,negative
uproot,negative
upscale,positive
upset,negative
upset,negative
upsetting,negative
upsetting,negative
upsettingly,negative
upside,positive
upside,positive
upward,positive
urge,positive
urgency,negative
urgency,negative
urgent,negative
urgent,negative
urgently,negative
usable,positive
useful,positive
usefulness,positive
useless,negative
usurp,negative
usurper,negative
utilitarian,positive
utmost,positive
utter,negative
utterances,neutral
utterances,neutral
utterly,negative
uttermost,positive
vagrant,negative
vague,negative
vague,negative
vagueness,negative
vain,negative
vainly,negative
valiant,positive
valiantly,positive
valid,positive
validity,positive
valor,positive
valuable,positive
valuable,positive
value,positive
values,positive
values,positive
vanish,negative
vanity,negative
vanquish,positive
vast,positive
vastly,positive
vastness,positive
vehement,negative
vehemently,negative
venerable,positive
venerably,positive
venerate,positive
vengeance,negative
vengeful,negative
vengefully,negative
vengefulness,negative
venom,negative
venom,negative
venomous,negative
venomously,negative
vent,negative
vent,negative
verifiable,positive
veritable,positive
versatile,positive
versatility,positive
very,neutral
vestiges,negative
vestiges,negative
veto,negative
veto,negative
vex,negative
vex,negative
vexation,negative
vexing,negative
vexingly,negative
viable,positive
viability,positive
vibrant,positive
vibrantly,positive
vice,negative
vicious,negative
viciously,negative
viciousness,negative
victimize,negative
victorious,positive
victory,positive
victory,positive
vie,negative
view,neutral
view,neutral
view,neutral
viewpoints,neutral
viewpoints,neutral
views,neutral
views,neutral
vigilance,positive
vigilant,positive
vigilant,positive
vigorous,positive
vigorously,positive
vile,negative
vileness,negative
vilify,negative
villainous,negative
villainously,negative
villains,negative
villains,negative
villian,negative
villianous,negative
villianously,negative
villify,negative
vindicate,positive
vindictive,negative
vindictively,negative
vindictiveness,negative
vintage,positive
violate,negative
violation,negative
violator,negative
violator,negative
violent,negative
violently,negative
viper,negative
virtue,positive
virtuous,positive
virtuously,positive
virulence,negative
virulent,negative
virulently,negative
virus,negative
virus,negative
visionary,positive
vital,positive
vitality,positive
vitality,positive
vivacious,positive
vivid,positive
vocal,neutral
vocal,neutral
vocally,negative
vociferous,negative
vociferously,negative
void,negative
volatile,negative
volatility,negative
voluntarily,positive
voluntary,positive
vomit,negative
vomit,negative
vouch,positive
vouchsafe,positive
vow,positive
vulgar,negative
vulnerable,positive
vulnerable,positive
wail,negative
wallow,negative
wane,negative
waning,negative
waning,negative
want,positive
wanton,negative
war,negative
war,negative
war-like,negative
war-like,negative
warfare,negative
